Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
7/10/22 00:34,Eugene,OR,USA,Fireball,At least 10 mins,Glowing orb like fireball hovering in the sky.,12/22/22,Yes
7/10/22 00:13,Wisconsin Dells,WI,USA,Light,Seconds,Flash of light traveled across sky,9/9/22,
7/10/22 00:10,Franklin,OH,USA,Circle,About 1 minute and 15 sec,"It was a glowing red orb with a tail, then it stopped and was a fuzzy red ball. There were no other colors.",9/9/22,
7/10/22 00:10,HAMBURG NY,NY,USA,Unknown,5 minutes,UFO SIGHTING 12:10 AM JULY 10TH NEAR ETERNAL FLAME FALLS.,9/9/22,
7/9/22 23:45,Red Lion,PA,USA,Light,1 minute,Very bright red static light slowly moving in a Southernly direction.,9/9/22,Yes
7/9/22 22:45,Kenosha,WI,USA,Circle,4mins,Very bright ball of light,9/9/22,
7/9/22 22:45,Louisville,KY,USA,Light,2 seconds,We saw it through our house it was a huge light there for only a few seconds and it was a crème color of light.,9/9/22,
7/9/22 22:00,Fond du lac,WI,USA,Oval,15 minutes,Seen 5 slow moving craft no sound red and spinning interior,9/9/22,
7/9/22 20:48,Roselle,IL,USA,Cylinder,2-3 minutes,Object on fire and then burnt out or disappeared before horizon line,9/9/22,
7/9/22 20:45,SAINT PAUL,MN,USA,Circle,10 minutes,Black donut shaped craft,9/9/22,Yes
7/9/22 20:38,Queen Creek,AZ,USA,Oval,10 Seconds,Vibrant green spheroid object racing along the valley floor over suburban residential area.,9/9/22,
7/9/22 18:00,Brisbane,Queensland,Australia,Light,5mins,Lights playing in the sky,9/9/22,
7/9/22 17:52,Rapid City,SD,USA,Circle,Over 30 minutes,"Cloudy ""ring"" in the sky",9/9/22,Yes
7/9/22 17:10,Palmer,AK,USA,,Caught on camera,"I took the picture and saw it later when I saw a spec of light in the left corner. I was shooting a picture of an eagle, it is in the",9/9/22,Yes
7/9/22 14:04,North Falmouth,MA,USA,Circle,2 minutes,Bright white or silvery round shape traveling erratically then flying straight down before vanishing,9/9/22,
7/9/22 13:19,Lansdale,PA,USA,Changing,1 minute,Filmed small black object flying right to left and accidentally captured something fly the other direction at end of video,9/9/22,Yes
7/9/22 13:00,"Downers Way, North Falmouth",MA,USA,Unknown,45 seconds,Period of odd darkness and silence around middle of day,10/8/22,
7/9/22 09:20,Chelston Heath,Devon,United Kingdom,Triangle,30 seconds,Triangle shape in the sky. The sun hit its surface which caused a flash as looked metallic.,9/9/22,
7/9/22 04:30,Grenada,MS,USA,Circle,20 minutes,Saw a small round circular object move straight up then go across the sky at very fast pace but unlike a plane or shooting star,9/9/22,
7/9/22 00:43,Pittsburgh,PA,USA,Other,15 mins,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,12/22/22,Yes
7/9/22 00:42,Valley Stream,NY,USA,Light,About one second.,A fast-moving object with no audible sound appearing as a bright white light with a slight trail at or around FL150 traveling North.,9/9/22,
7/8/22 22:30,Clarington,ON,Canada,Unknown,Hours long,Not starlink,9/9/22,
7/8/22 21:29,N Ft Myers,FL,USA,Circle,,Always looking up at the stars and saw a moving object that was zipping around and then was dashing in and or around the moon,9/9/22,Yes
7/8/22 20:45,Lopez island,WA,USA,Sphere,3 seconds,Solid orange sphere flying above water,9/9/22,
7/8/22 20:00,Welcome,MN,USA,Sphere,2 miles.. 7 or 8minutes,I seen the same orb of light as the other 4 people seen lately,9/9/22,
7/8/22 19:00,Loveland,CO,USA,Circle,10 minutes,3 round objects forming a perfect triangle,9/9/22,
7/8/22 18:10,Cecil plains,Queensland,Australia,Circle,30 seconds,The object was moving at incredible speeds,9/9/22,
7/8/22 15:45,,,,Circle,Unknown,Several objects in sky over ocean. Round,9/9/22,Yes
7/8/22 12:14,Merida,Yucatán,Mexico,Disk,10 minutes,I was on vacation in Mexico and I took my BeReal picture and I later noticed the UFO in the background.,12/22/22,Yes
7/8/22 11:30,Torrance,CA,USA,Cone,2 minutes,2 white smooth orbs going in circles. then they both flew east one after the other. I then saw 5 jets scrambled in different directions,9/9/22,
7/8/22 00:15,Staten Island New York,NY,USA,,1min 40 sec,Im a Ufologists I host UNIDENTIFIED-S4 YouTube channel I was out filming and it flew over me completely silent slow moving I filmed it,9/9/22,
7/7/22 22:45,Pueblo,CO,USA,Cigar,10 minutes,7-8 bright circular lights that lined up traveling north,9/9/22,
7/7/22 22:13,Greenfield,WI,USA,Other,+/- 2 mins each time,"Witnessed bright orange glowing light, ""flying"" in the sky, above our neighborhood, while on a walk at @ 10pm on 7/7/22.",9/9/22,
7/7/22 22:00,West Warwick,RI,USA,Circle,10 seconds,Big glowing red ball moving erratically,9/9/22,
7/7/22 21:42,Indian Harbour Beach,FL,USA,Changing,8-10 seconds,Peculiar transparent craft flying low no sound hovering over apartment near beach,9/9/22,
7/7/22 21:42,Holladay,UT,USA,Light,Maybe 3-5 mins,Flashing green and red object above trees to the NE of driveway above neighbors pine tree.,9/9/22,Yes
7/7/22 20:40,Englewood,CO,USA,Circle,,Driving and saw a hovering object above that looked abnormal,9/9/22,
7/7/22 20:30,Huron,OH,USA,Disk,15 m. multiple witnesses,I saw the object hovering untill I began travelling northbound the object slowly and silently drifted north northeast out of sight.,9/9/22,Yes
7/7/22 20:27,Marshall,TX,,Other,1:20 minutes,2 bright rectangular like shapes descended from up high in the sky together close towards the moon and went different directions,9/9/22,Yes
7/7/22 20:03,North Conway,NH,USA,,10seconds,Object flying south low altitude,9/9/22,
7/7/22 17:45,Greenford,City of London,United Kingdom,Sphere,25 minutes approx,Spherical light changing from bright to dull.,9/9/22,
7/7/22 11:00,Las Vegas,NV,USA,Circle,5 minutes,"Two spheres scene out of an airplane window. Very bright light, casting light on to the mountain.",9/9/22,Yes
7/7/22 09:45,Phoenix,AZ,USA,,3 seconds,Very large shiny silver object in sky,9/9/22,
7/7/22 02:16,Fernandina beach,FL,USA,Cylinder,4 seconds,Fast rolling motion,9/9/22,
7/7/22 02:15,Stirling,Stirling,United Kingdom,Sphere,Over an hour,Small bright dot hovering in an unusual way with green aura being emitted and changing in size,9/9/22,Yes
7/7/22 01:30,Hood canal a mile from good sport,,,Sphere,An hour,Bright orb moving spastically across the sky with no set direction,9/9/22,Yes
7/7/22 00:21,Gatineau,Quebec,Canada,Other,a quarter second,A torpedo-like object moved quickly downscreen on an infrared camera pointed upward,12/22/22,Yes
7/7/22 00:18,Gatineau,Quebec,Canada,Other,about one second,"Infrared camera facing upward captured two objects in one second; one moving upscreen, then one moving downscreen",12/22/22,Yes
7/6/22 23:29,Gatineau,Quebec,Canada,Other,about a quarter second,An upward facing infrared camera captured an object moving right to left in the direction pointed,12/22/22,Yes
7/6/22 22:53,Phoenix,AZ,USA,Light,15 seconds,Saw a small green light with maybe white surrounding lights fly VERY FAST across the night sky.,9/9/22,
7/6/22 22:47,Seary,AR,USA,Cigar,About 7 to 10 minutes,Following a small plane in sky when I noticed object .,12/22/22,Yes
7/6/22 21:47,Ormond Beach,FL,USA,Sphere,10 Seconds,Amber Orb moves slowly for 10 seconds before dimming/shrinking from visibility,9/9/22,
7/6/22 21:37,Newport,NC,USA,Triangle,Couple minutes,Don't know if this was a drone or not.,9/9/22,Yes
7/6/22 21:25,Newport,NC,USA,Star,Ten minutes,"Bright star, moving erratically.",9/9/22,Yes
7/6/22 21:20,Goodrich,MI,USA,Other,20 seconds,Oblong tic tac UAP/UFO,9/9/22,
7/6/22 20:35,Sedona,AZ,USA,Changing,1 hour,"Just a few UFOs flying around. Some flashing, some disappearing.",12/22/22,
7/6/22 00:39,Oaklawn,IL,USA,Circle,,Saw craft then ran and got roomate and phone. Recorded the video.,9/9/22,
7/6/22 00:30,,,USA,Sphere,About a min each time,I was catfishing and all of a sudden I saw lights moving all around in the sky a ball of light with no tracers behind it,9/9/22,
7/5/22 22:35,Essex,CT,USA,Diamond,10 - 15 minutes,"Initially saw round white light rapidly flying over Ct. river a few times,",9/9/22,
7/5/22 14:50,Syracuse,NY,USA,Changing,It lasted about 5 minutes,I was at a appointment. I took a walk while I was awaiting another one. I was looking at buildings and something had caught my eye.,9/9/22,
7/5/22 12:35,Roseville,,,Cigar,2 minutes,"Dark, cigar shaped object flew in and out of a cloud before changing directions, speeding up and vanishing into blue sky.",9/9/22,
7/5/22 11:50,Destin,FL,USA,Oval,5 seconds,Dancing lights that vanished,9/9/22,
7/5/22 00:49,Enumclaw Wa,WA,USA,Fireball,3 mins. Massive orange,We thought it was the moon until we noticed it started moving very quickly,9/9/22,Yes
7/4/22 23:45,Tavares,FL,USA,Changing,10 minutes,Changing object or vehicle moving slowly from high in the sky from one side to the other(from left to right) and then descends.,9/9/22,
7/4/22 23:31,Marengo,IN,USA,Circle,Approx 45 seconds,3 orange circular objects flying in a line- west to east. They stayed in formation until they were out of sight.,9/9/22,
7/4/22 23:03,Church Hill,TN,USA,Circle,From 11:03pm to 12:06am,"Looked similar to a comet but faster and different, the something else.",9/9/22,
7/4/22 22:34,Lauderhill,FL,USA,,30-45 second,Red and Green alternating colored lights on a craft,9/9/22,
7/4/22 22:14,Higginsville,MO,USA,Circle,It came back twice that I,Bright red orbs that disappeared in an instant and came back.,9/9/22,
7/4/22 22:11,Ft. Lauderdale,FL,USA,Light,approx. 10 minutes,Faked airliner; stood still for 5 silent minutes; descended to ground and rose 1 minute later,9/9/22,
7/4/22 22:00,Ogden,UT,USA,Light,approx. 10-13seconds,"Fast moving object that flew over Hill AFB to Ben Lomond Peak in >10 seconds, and made an abnormal 90-Deg hard turn without slowing",12/22/22,
7/4/22 22:00,Olympia,WA,USA,Fireball,230,"Fireball flying slow above fire works, flies off into horizon and disappears! See video",9/9/22,
7/4/22 21:33,Chicago,IL,USA,Light,Approx. 2 min.,Pulsing light that appears to change shapes,9/9/22,Yes
7/4/22 21:20,Perth amboy,NJ,USA,Oval,20min,Saw a strange light and it was hovering and it was changing color from red to blue I have a video and my son has one to,9/9/22,
7/4/22 21:11,BRANDON,FL,USA,Unknown,2 minutes,"Glowing orange object (circular light) moving North to South slowly, consistently, and with no sound.",9/9/22,
7/4/22 21:10,Las Vegas,NV,USA,Unknown,10 minutes,"Craft was flying through the night sky during a lot of fireworks, changing directions multiple times, going straight up and back down",9/9/22,
7/4/22 21:00,Worcester,MA,USA,Light,1/2 hour about,"Bright light, like a star, but moving/darting in irregular pattern across sky until it just stopped moving.",9/9/22,
7/4/22 20:53,Wheaton,IL,USA,Unknown,58 seconds,lit,9/9/22,
7/4/22 19:30,Woodstock,NY,USA,Cylinder,90 - 120 min.,"Looked like a bus with very bright lights that stayed in one place in the sky, moved to the right and lower after an hour",10/8/22,
7/4/22 19:30,Jamison,,,Disk,Approximately 30 seconds,Black/Navy blue disk(ovoid as visible from the side) demonstrates instantaneous acceleration or some form of a cloakingmechanism.,9/9/22,
7/4/22 19:10,Cottonwood,AZ,USA,Light,10 to 15 mins,Watched ball of light pluse through the sky,9/9/22,
7/4/22 11:00,Pamona,NJ,USA,Unknown,5 seconds,Flew across highway in 5 seconds then went down below trees,9/9/22,
7/4/22 06:50,Jacksonville,FL,USA,Delta,60 secs,I noticed a shiny metal silver object sitting static in the sky then dissappear then reappear 5 or 10 miles farther away than the fi,9/9/22,
7/4/22 04:30,Bass River Township,NJ,USA,Sphere,5 minutes,"Silver sphere, with VERY BRIGHT pair of articulated light sources on the bottom, accelerated laterally and VANISHED, then reappeared",9/9/22,
7/4/22 03:00,St. Gabriel,LA,USA,Delta,About 2 minutes,Delta shaped Craft with four lights that hovered in the sky for 30 seconds and immediately flew away.,9/9/22,
7/4/22 02:30,Hickory Hills,IL,USA,Circle,About 10 Seconds,"Smoking a cigarette, I looked up to see what I thought was a plane but it disappeared rapidly.",9/9/22,
7/3/22 22:40,livingston,MT,USA,Sphere,ten minutes,fashing zippy 90 degree movements.,9/9/22,
7/3/22 22:30,Sunriver,,USA,Circle,30 seconds,"Filming guitars on wall in my cabin, became surrounded by 2 or 3 small balls of light. Caught on camera.",9/9/22,
7/3/22 22:30,Ambridge,PA,USA,Circle,2 circles each 3 to 5 min,"Large red circle, no sound flew over 2 times then climbed and disappeared",9/9/22,
7/3/22 22:30,Trumbull,CT,USA,Sphere,10 mins,Several round orbs of light flying silent 1 after another right above the tree line,9/9/22,Yes
7/3/22 22:19,Ellwood city,PA,USA,Light,3-4,Strange object,10/8/22,
7/3/22 22:16,Ellwood city,PA,USA,Sphere,4 mins,Strange flight characteristics,10/8/22,
7/3/22 22:01,Oklahoma City,OK,USA,Cone,,"It was almost triangle but it was not and it had yellow lights going down four sides, I have a picture",12/22/22,Yes
7/3/22 22:00,Kutztown,PA,USA,Fireball,,Was definitely not a satellite and the reports sports are from area's Southwest of my location also seen,9/9/22,Yes
7/3/22 22:00,Kutztown,PA,USA,Fireball,3-5 minutes,Appeared in sky moving Southwest it's Orange to reddish fireballs information information moving same spbeing same speed definitely not,9/9/22,Yes
7/3/22 21:45,Bishops stortford,,,Formation,10 secs,Amazing formation turning sharply,9/9/22,
7/3/22 21:43,Bishops stortford,Hertfordshire,United Kingdom,Cylinder,5 seconds,Driving home saw 4 fast moving bright lights,9/9/22,Yes
7/3/22 21:30,Bloomsburg,PA,USA,Triangle,3 minutes,"Very bright lights on triangle craft, completely silent, steady speed coming in our direction, got close to use then disappeared",9/9/22,
7/3/22 21:22,Vine Grove,KY,USA,Cylinder,Around 3 minutes,"Setting of fireworks with my children. Daughter was first to see it, then myself and my son. I also collected 2 short video clips.",9/9/22,Yes
7/3/22 21:03,Carmichael,CA,USA,Sphere,5 Min.,Strange object entered into another,9/9/22,
7/3/22 20:57,Tipp City,OH,USA,Egg,30 seconds,I saw a egg shaped flying object transmitting 2 white lights,9/9/22,Yes
7/3/22 20:41,Saranac Lake,NY,USA,Cylinder,45-60 seconds,"Object traveling from south to north spotted with no aviation lights, engine noise or wings.",9/9/22,
7/3/22 20:35,Grand Rapids,MI,USA,Cylinder,2 minutes - approximately,Playing catch with my daughter - saw a soundless white tic tac,9/9/22,
7/3/22 18:00,Big lake az,AZ,USA,,10 sec,Green orb under water,9/9/22,Yes
7/3/22 18:00,Big lake,AZ,USA,Other,5,Green portal down from the clouds with a orange round Pac-Man shaped mass with octagon shapes inside,9/9/22,Yes
7/3/22 17:15,Norwood,MA,USA,Triangle,5-6 minutes,"Triangular craft, later 2 orbs",9/9/22,
7/3/22 16:00,Philadelphia,PA,USA,Star,5seconds,It moved very very fast,9/9/22,
7/3/22 13:45,Rock Island,IL,USA,Chevron,6 minutes,"Sun glinted and flashed off small object, disappeared then reappeared same spot 5 min later, impression was that it was chevron shaped",9/9/22,
7/3/22 10:20,Denver,,USA,Changing,10-15 mins,Objects floated slowly from N/NE to W/SW gaining altitude as they went,9/9/22,
7/3/22 10:00,Kutztown,PA,USA,Fireball,2 to 5 minutes,I was sitting on my front porch faceing south and I saw the first UFO and it moved quickly East West. The rest is in the details,9/9/22,Yes
7/3/22 03:15,Port Richey,FL,USA,Triangle,Roughly a minute or so,"Stationary, Moving in weird pattern, Sparkling Intermittently, Suddenly vanished.",9/9/22,
7/2/22 23:50,Boundary Waters. Canadian border,MN,USA,Triangle,Over 20min.vid of 1:30,Stargazing south of Canadian border of MN. Saw 2 objects on July 2 and up to 30 more on July 3.4 miles from Sawbill lake entry point.,9/9/22,Yes
7/2/22 23:10,Hendersonville,NC,USA,Unknown,2 minutes,Craft with static lights moving slow and low across area,9/9/22,
7/2/22 23:00,Shelby,MI,USA,Triangle,3 to 4 hrs,A blur flew by house and tried to hide with stars but it couldn't maintain as a star ..it changed from 1 light to numerous lights,9/9/22,Yes
7/2/22 22:30,ANTIOCH,CA,USA,Oval,15-20 seconds,"See in the sky a lime green oval object, up in the sky, moving very quickly without any other lights. 3x size of plane",9/9/22,
7/2/22 22:29,Sandy,OR,USA,Light,1 min. 22 sec.,Seen 3 stationary large bright strobing lights in the sky behind clouds,9/9/22,
7/2/22 21:40,Uncasville,CT,USA,Sphere,8-12 minutes,There was a bright red ball that had started racing really fast towards our general direction,9/9/22,
